6.2198e-07,7.7667e-07,1.1085e-06,1.6647e-06,2.5215e-06,3.7897e-06,5.6222e-06,8.244e-06,1.2107e-05,1.8492e-05,3.1067e-05,5.819e-05,0.00011291,0.00020494,0.00032415,0.0004311,0.00047474,0.0004311,0.00032415,0.00020494,0.00011291,5.819e-05,3.1067e-05,1.8492e-05,1.2107e-05,8.244e-06,5.6222e-06,3.7897e-06,2.5215e-06,1.6647e-06,1.1085e-06,7.7667e-07,6.2198e-07
1.249e-06,1.4028e-06,1.7255e-06,2.247e-06,3.0115e-06,4.073e-06,5.4853e-06,7.2861e-06,9.4957e-06,1.222e-05,1.6022e-05,2.257e-05,3.486e-05,5.5468e-05,8.253e-05,0.0001071,0.0001172,0.0001071,8.253e-05,5.5468e-05,3.486e-05,2.257e-05,1.6022e-05,1.222e-05,9.4957e-06,7.2861e-06,5.4853e-06,4.073e-06,3.0115e-06,2.247e-06,1.7255e-06,1.4028e-06,1.249e-06
1.6847e-06,1.8185e-06,2.0934e-06,2.5229e-06,3.1229e-06,3.9037e-06,4.856e-06,5.9274e-06,6.9943e-06,7.8551e-06,8.3035e-06,8.3317e-06,8.3514e-06,9.0789e-06,1.0851e-05,1.2932e-05,1.3877e-05,1.2932e-05,1.0851e-05,9.0789e-06,8.3514e-06,8.3317e-06,8.3035e-06,7.8551e-06,6.9943e-06,5.9274e-06,4.856e-06,3.9037e-06,3.1229e-06,2.5229e-06,2.0934e-06,1.8185e-06,1.6847e-06
1.9523e-06,2.056e-06,2.2648e-06,2.5796e-06,2.9969e-06,3.501e-06,4.0524e-06,4.5711e-06,4.9177e-06,4.8835e-06,4.2167e-06,2.7141e-06,3.7474e-07,-2.4752e-06,-5.2222e-06,-7.1928e-06,-7.9054e-06,-7.1928e-06,-5.2222e-06,-2.4752e-06,3.7474e-07,2.7141e-06,4.2167e-06,4.8835e-06,4.9177e-06,4.5711e-06,4.0524e-06,3.501e-06,2.9969e-06,2.5796e-06,2.2648e-06,2.056e-06,1.9523e-06
2.0878e-06,2.1592e-06,2.2993e-06,2.5015e-06,2.7519e-06,3.0236e-06,3.2697e-06,3.4146e-06,3.3473e-06,2.9227e-06,1.9839e-06,4.1621e-07,-1.7649e-06,-4.3287e-06,-6.814e-06,-8.6386e-06,-9.3109e-06,-8.6386e-06,-6.814e-06,-4.3287e-06,-1.7649e-06,4.1621e-07,1.9839e-06,2.9227e-06,3.3473e-06,3.4146e-06,3.2697e-06,3.0236e-06,2.7519e-06,2.5015e-06,2.2993e-06,2.1592e-06,2.0878e-06
2.1315e-06,2.1731e-06,2.2518e-06,2.3575e-06,2.4726e-06,2.5686e-06,2.6031e-06,2.5168e-06,2.2342e-06,1.6702e-06,7.4909e-07,-5.6269e-07,-2.2131e-06,-4.0285e-06,-5.7152e-06,-6.9235e-06,-7.3638e-06,-6.9235e-06,-5.7152e-06,-4.0285e-06,-2.2131e-06,-5.6269e-07,7.4909e-07,1.6702e-06,2.2342e-06,2.5168e-06,2.6031e-06,2.5686e-06,2.4726e-06,2.3575e-06,2.2518e-06,2.1731e-06,2.1315e-06
2.1204e-06,2.1376e-06,2.167e-06,2.1978e-06,2.2125e-06,2.186e-06,2.0844e-06,1.8659e-06,1.4839e-06,8.9486e-07,7.124e-08,-9.796e-07,-2.1962e-06,-3.4522e-06,-4.5663e-06,-5.3405e-06,-5.6184e-06,-5.3405e-06,-4.5663e-06,-3.4522e-06,-2.1962e-06,-9.796e-07,7.124e-08,8.9486e-07,1.4839e-06,1.8659e-06,2.0844e-06,2.186e-06,2.2125e-06,2.1978e-06,2.167e-06,2.1376e-06,2.1204e-06
2.0854e-06,2.0847e-06,2.0782e-06,2.0558e-06,2.002e-06,1.8962e-06,1.7129e-06,1.4244e-06,1.004e-06,4.3274e-07,-2.9189e-07,-1.1465e-06,-2.074e-06,-2.9828e-06,-3.7576e-06,-4.2816e-06,-4.4671e-06,-4.2816e-06,-3.7576e-06,-2.9828e-06,-2.074e-06,-1.1465e-06,-2.9189e-07,4.3274e-07,1.004e-06,1.4244e-06,1.7129e-06,1.8962e-06,2.002e-06,2.0558e-06,2.0782e-06,2.0847e-06,2.0854e-06
2.0497e-06,2.0372e-06,2.0077e-06,1.9519e-06,1.8564e-06,1.7042e-06,1.4763e-06,1.154e-06,7.2256e-07,1.7643e-07,-4.7554e-07,-1.2049e-06,-1.9612e-06,-2.6749e-06,-3.2654e-06,-3.6568e-06,-3.794e-06,-3.6568e-06,-3.2654e-06,-2.6749e-06,-1.9612e-06,-1.2049e-06,-4.7554e-07,1.7643e-07,7.2256e-07,1.154e-06,1.4763e-06,1.7042e-06,1.8564e-06,1.9519e-06,2.0077e-06,2.0372e-06,2.0497e-06
2.0281e-06,2.01e-06,1.9693e-06,1.8975e-06,1.7824e-06,1.6091e-06,1.3617e-06,1.0261e-06,5.9314e-07,6.2747e-08,-5.5176e-07,-1.2208e-06,-1.8982e-06,-2.5244e-06,-3.0342e-06,-3.3683e-06,-3.4848e-06,-3.3683e-06,-3.0342e-06,-2.5244e-06,-1.8982e-06,-1.2208e-06,-5.5176e-07,6.2747e-08,5.9314e-07,1.0261e-06,1.3617e-06,1.6091e-06,1.7824e-06,1.8975e-06,1.9693e-06,2.01e-06,2.0281e-06
